id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2656,1,2,0,1,0,1,0.17,0,1,1.0,6,1,0.0,6,0,16.37,6.0,589.61,0.03,31,0.17,32.75,98.27,1.0,0,0,7,0.11,15,16,5,4,9,14.29,6,False
2657,1,2,0,0,0,1,1.0,0,1,1.0,4,1,0.0,0,0,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,5,0.5,4,11,3,7,2,0.0,0,False
2658,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2659,1,6,1,23,0,1,0.08,0,1,1.0,7,1,0.0,11,0,68.52,2.5,428.25,0.06,39,0.4,23.79,171.3,1.0,0,0,8,0.02,16,23,16,5,51,68.57,12,False
2660,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,0.0,2,False
2661,1,2,1,1,0,1,0.17,0,1,1.0,5,1,0.0,5,0,15.99,5.0,399.77,0.03,21,0.2,22.21,79.95,1.0,0,0,6,0.1,10,11,7,7,10,28.57,6,False
2662,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2663,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.5,0,0,0,0,2,0.0,0,False
2664,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,1.0,2,4,2,4,1,0.0,0,False
2665,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2666,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2667,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2668,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2669,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,0.0,2,False
2670,1,1,0,0,0,1,0.33,0,1,1.0,3,1,0.0,3,0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,1.0,0,0,4,0.2,4,5,3,3,5,0.0,3,False
2671,3,2,0,0,4,2,0.5,2,2,1.0,6,1,0.0,4,0,13.67,6.0,492.27,0.03,21,0.17,27.35,82.04,0.0,1,2,6,0.33,6,15,5,10,6,0.0,4,False
2672,1,1,2,0,0,1,0.33,0,1,1.0,3,1,0.0,1,0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,1.0,0,0,4,0.2,4,5,3,3,5,66.67,3,False
2673,1,3,4,9,8,1,0.06,4,1,1.0,12,1,0.0,12,0,41.56,18.41,14082.95,0.26,153,0.05,782.39,765.0,1.0,2,4,13,0.03,81,72,22,10,37,52.0,16,False
2674,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,1.0,1,5,1,5,1,0.0,0,False
2675,3,1,3,0,4,2,0.33,2,2,1.0,5,1,0.0,3,1,8.96,8.0,573.59,0.02,20,0.13,31.87,71.7,0.0,1,2,5,0.22,8,12,4,8,9,50.0,6,False
2676,5,2,0,3,8,3,0.16,4,3,1.0,13,1,0.0,19,0,19.63,22.75,10158.83,0.15,95,0.04,564.38,446.54,0.0,2,4,12,0.11,39,56,12,14,27,13.64,19,False
2677,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2678,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2679,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2680,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,0,False
2681,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2682,1,3,0,0,0,1,1.0,0,1,1.0,4,1,0.0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1.0,0,0,5,0.5,3,12,2,8,2,0.0,0,False
2683,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,2,1.0,2,5,2,5,1,0.0,0,False
2684,1,1,0,0,0,1,0.5,0,1,1.0,3,1,0.0,2,0,7.81,9.0,632.78,0.02,19,0.11,35.15,70.31,1.0,0,0,4,0.25,8,11,4,9,4,0.0,2,False
2685,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2686,27,4,0,9,40,1,0.02,14,1,1.0,49,1,0.0,44,0,30.59,55.52,94302.8,0.57,313,0.02,5239.04,1698.42,1.0,13,20,37,0.02,106,207,21,22,65,16.98,44,False
2687,3,2,0,0,4,2,0.67,2,2,1.0,6,1,0.0,3,0,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0.0,1,2,6,0.4,6,9,6,8,5,0.0,3,False
2688,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,0.0,2,False
2689,5,1,0,2,6,3,0.38,2,1,0.0,8,3,1.0,8,0,13.78,10.08,1401.32,0.05,34,0.1,77.85,138.97,1.0,2,3,7,0.19,11,23,6,11,16,20.0,8,False
2690,3,0,0,0,4,2,0.4,2,1,0.0,6,1,0.0,5,1,10.41,6.4,426.29,0.02,18,0.16,23.68,66.61,0.0,1,2,6,0.29,8,10,5,8,7,0.0,5,False
2691,1,2,0,0,0,1,0.33,0,1,1.0,3,1,0.0,3,0,15.5,3.0,139.52,0.02,14,0.33,7.75,46.51,1.0,0,0,4,0.2,6,8,5,5,5,0.0,3,False
2692,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2693,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1.0,0,0,3,0.25,2,2,2,2,4,0.0,2,False
2694,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2695,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2696,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,0.0,2,False
2697,3,4,0,2,4,2,0.17,2,2,1.0,8,1,0.0,12,0,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0.0,1,2,8,0.12,13,18,8,11,17,14.29,12,False
2698,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2699,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2700,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.5,0,0,0,0,2,0.0,0,False
2701,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1.0,0,0,2,1.0,0,3,0,3,1,0.0,0,False
2702,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,0.0,2,False
2703,23,5,9,6,16,17,0.33,6,15,0.0,44,7,0.0,43,0,34.14,30.0,30723.65,0.34,172,0.03,1706.87,1024.11,0.0,5,8,29,0.27,64,108,32,30,62,25.86,52,False
2704,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2705,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2706,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
2707,1,1,2,0,0,1,0.33,0,1,1.0,2,1,0.0,1,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1.0,0,0,3,0.17,3,5,3,4,6,66.67,3,False
2708,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2709,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2710,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2711,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2712,7,1,0,0,12,4,0.36,6,2,0.0,14,3,0.0,11,0,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,0.0,3,6,12,0.29,16,29,7,14,14,0.0,11,False
2713,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2714,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2715,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0.0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
2716,5,1,0,0,8,3,0.6,4,2,0.0,9,1,0.0,5,0,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0.0,2,4,8,0.43,5,8,4,6,7,0.0,5,False
2717,7,13,3,69,12,4,0.13,6,4,1.0,26,1,0.0,29,0,51.63,17.0,14919.63,0.29,158,0.06,828.87,877.63,0.0,3,6,24,0.03,60,98,30,17,125,71.29,32,False
2718,1,0,0,1,0,1,1.0,0,1,1.0,1,1,0.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.25,0,1,0,1,4,50.0,1,False
2719,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2720,3,3,0,0,4,2,0.5,2,2,1.0,7,1,0.0,4,0,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0.0,1,2,7,0.33,5,12,4,9,6,0.0,4,False
2721,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
2722,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2723,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2724,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.0,1,2,5,2.0,2,5,2,5,1,0.0,0,False
2725,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0.0,2,4,14,0.19,12,19,8,10,16,0.0,13,False
2726,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2727,3,1,7,2,4,2,0.13,2,2,1.0,11,1,0.0,8,0,26.22,13.6,4849.99,0.12,75,0.07,269.44,356.62,0.0,1,2,11,0.1,34,41,15,12,21,52.94,15,False
2728,3,1,5,0,4,2,0.2,2,2,1.0,6,1,0.0,5,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0.0,1,2,6,0.14,9,13,6,8,14,50.0,10,False
2729,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2730,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,0.5,1,6,1,6,2,0.0,0,False
2731,1,2,0,2,0,1,0.25,0,1,1.0,3,1,0.0,4,0,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,1.0,0,0,4,0.1,9,15,7,9,10,33.33,4,False
2732,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2733,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2734,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2735,10,0,8,0,0,9,0.28,0,1,0.0,20,1,0.0,24,1,34.46,10.83,4043.92,0.12,74,0.09,224.66,373.29,0.0,0,0,13,0.26,26,48,18,15,35,25.0,32,False
2736,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2737,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2738,3,1,0,0,0,2,0.33,0,2,1.0,6,1,0.0,6,0,7.85,5.25,216.35,0.01,13,0.19,12.02,41.21,0.0,0,0,6,0.22,3,10,2,7,9,0.0,6,False
2739,3,3,0,6,4,2,0.13,2,2,1.0,9,1,0.0,16,2,23.0,9.5,2075.87,0.07,49,0.11,115.33,218.51,0.0,1,2,9,0.06,19,30,11,11,31,27.27,16,False
2740,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2741,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2742,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2743,1,0,1,0,0,1,0.5,0,1,1.0,1,1,0.0,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,2,0.25,3,8,3,7,4,50.0,2,False
2744,13,5,0,1,32,7,0.23,16,5,0.0,26,7,1.0,30,0,22.2,19.56,8493.88,0.14,84,0.05,471.88,434.27,1.0,8,16,21,0.2,35,49,17,19,35,3.23,30,False
2745,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2746,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.0,1,2,5,2.0,2,5,2,5,1,0.0,0,False
2747,11,3,0,3,20,6,0.21,10,3,0.0,26,1,0.0,29,0,20.31,38.25,29720.31,0.26,146,0.03,1651.13,777.0,0.0,5,10,22,0.15,51,95,16,24,40,9.38,29,False
2748,1,1,0,0,0,1,0.5,0,1,1.0,3,1,0.0,2,0,7.81,9.0,632.78,0.02,19,0.11,35.15,70.31,1.0,0,0,4,0.25,8,11,4,9,4,0.0,2,False
2749,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2750,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2751,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,1,False
2752,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2753,3,0,0,0,4,2,0.5,2,1,0.0,6,1,0.0,4,0,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0.0,1,2,6,0.33,5,8,4,6,6,0.0,4,False
2754,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.5,0,0,0,0,2,0.0,0,False
2755,1,1,0,1,0,1,0.33,0,1,1.0,2,1,0.0,3,0,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,1.0,0,0,3,0.14,4,15,2,8,7,25.0,3,False
2756,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2757,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2758,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2759,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,0.0,2,False
2760,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2761,5,1,6,5,8,1,0.05,4,1,1.0,14,1,0.0,13,0,26.83,11.08,3292.14,0.1,64,0.09,182.9,297.21,1.0,2,4,13,0.03,24,40,13,12,31,45.83,19,False
2762,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.5,0,0,0,0,2,0.0,0,False
2763,5,0,0,0,8,3,0.33,4,1,0.0,10,1,0.0,9,0,11.46,13.2,1996.32,0.05,37,0.08,110.91,151.24,0.0,2,4,9,0.23,11,26,5,12,13,0.0,9,False
2764,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
2765,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2766,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2767,23,3,3,48,38,12,0.23,18,5,0.0,46,6,0.0,50,0,20.4,43.71,38982.45,0.3,180,0.02,2165.69,891.76,0.0,10,19,36,0.1,72,108,14,17,123,50.5,53,False
2768,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2769,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,1.0,1,6,1,6,1,0.0,0,False
2770,1,0,0,0,0,1,0.33,0,1,1.0,1,1,0.0,3,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,2,0.2,3,6,3,6,5,0.0,3,False
2771,3,3,0,6,4,2,0.25,2,2,1.0,9,1,0.0,8,0,25.48,6.92,1221.36,0.06,39,0.14,67.85,176.42,0.0,1,2,9,0.11,18,21,13,10,19,42.86,8,False
2772,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,28.17,5.0,704.36,0.05,37,0.2,39.13,140.87,1.0,0,0,3,0.17,18,19,9,5,6,0.0,4,False
2773,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2774,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2775,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2776,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2777,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
2778,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,7.35,8.0,470.48,0.02,17,0.13,26.14,58.81,1.0,0,0,2,0.25,6,11,3,8,4,0.0,2,False
2779,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0.0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
2780,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2781,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2782,1,1,0,3,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,60.0,2,False
2783,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
2784,23,3,3,48,38,12,0.23,18,5,0.0,46,6,0.0,50,0,22.06,40.8,36720.0,0.3,180,0.02,2040.0,900.0,0.0,10,19,36,0.1,72,108,15,17,123,50.5,53,False
2785,1,3,0,0,0,1,1.0,0,1,1.0,4,1,0.0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1.0,0,0,5,0.5,3,12,2,8,2,0.0,0,False
2786,1,0,0,0,0,1,0.13,0,1,1.0,1,1,0.0,8,2,26.41,8.18,1768.06,0.07,50,0.12,98.23,216.1,1.0,0,0,2,0.08,20,30,11,9,13,0.0,8,False
2787,1,2,0,0,0,1,1.0,0,1,1.0,3,1,0.0,0,0,9.29,1.5,20.9,0.0,6,0.67,1.16,13.93,1.0,0,0,4,0.5,2,4,2,3,2,0.0,0,False
2788,7,3,0,1,12,4,0.31,6,3,0.0,20,1,0.0,13,0,26.06,9.58,2393.23,0.08,56,0.1,132.96,249.73,0.0,3,6,18,0.2,23,33,12,10,20,7.14,13,False
